Ann?e;Entreprise;Section;Indicateur;Valeur
2023;GMF;bilan_actifs;Biens immobiliers (autres que d?tenus pour usage propre) ;1030510
2023;GMF;bilan_actifs;D?tentions dans des entreprises li?es, y compris participations ;517492
2023;GMF;bilan_actifs;Actions ;1110344
2023;GMF;bilan_actifs;Actions - cot?es ;1064739
2023;GMF;bilan_actifs;Actions - non cot?es ;45605
2023;GMF;bilan_actifs;Obligations ;16308636
2023;GMF;bilan_actifs;Obligations d?êtat ;12868975
2023;GMF;bilan_actifs;Obligations d?entreprise ;3076594
2023;GMF;bilan_actifs;Titres structur?s ;302044
2023;GMF;bilan_actifs;Titres garantis ;61023
2023;GMF;bilan_actifs;Organismes de placement collectif ;2587869
2023;GMF;bilan_actifs;D?p?ts autres que les ?quivalents de tr?sorerie ;0
2023;GMF;bilan_actifs;Autres investissements;0
2023;GMF;bilan_actifs;Actifs en repr?sentation de contrats en unit?s de compte et index?s ;1378245
2023;GMF;bilan_actifs;Pr?ts et pr?ts hypoth?caires ;2162381
2023;GMF;bilan_actifs;Avances sur polices;0
2023;GMF;bilan_actifs;Pr?ts et pr?ts hypoth?caires aux particuliers;30795
2023;GMF;bilan_actifs;Autres pr?ts et pr?ts hypoth?caires ;2131587
2023;GMF;bilan_actifs;Montants recouvrables au titre des contrats de r?assurance ;0
2023;GMF;bilan_actifs;Non-vie et sant? similaire ? la non-vie ;0
2023;GMF;bilan_actifs;Non-vie hors sant?;0
2023;GMF;bilan_actifs;Sant? similaire ? la non-vie ;0
2023;GMF;bilan_actifs;Vie et sant? similaire ? la vie, hors sant?, UC et index?s ;0
2023;GMF;bilan_actifs;Sant? similaire ? la vie ;0
2023;GMF;bilan_actifs;Vie hors sant?, UC et index?s ;0
2023;GMF;bilan_actifs;Vie UC et index?s ;0
2023;GMF;bilan_actifs;D?p?ts aupr?s des c?dantes ;2047
2023;GMF;bilan_actifs;Cr?ances n?es d?op?rations d?assurance et montants ? recevoir d?interm?diaires ;14323
2023;GMF;bilan_actifs;Cr?ances n?es d'op?rations de r?assurance;0
2023;GMF;bilan_actifs;Autres cr?ances (hors assurance) ;77009
2023;GMF;bilan_actifs;Actions propres auto-d?tenues (directement) ;0
2023;GMF;bilan_actifs;êl?ments de fonds propres ou fonds initial appel?(s), mais non encore pay?(s);0
2023;GMF;bilan_actifs;Tr?sorerie et ?quivalent tr?sorerie;131709
2023;GMF;bilan_actifs;Autres actifs non mentionn?s dans les postes ci-dessus ;987
2023;GMF;bilan_actifs;Total de l?actif ;25340252
2023;GMF;bilan_actifs;Check Total Actif;1
2023;COVEA;bilan_actifs;Goodwill;0
2023;COVEA;bilan_actifs;Frais d?acquisition diff?r?s;0
2023;COVEA;bilan_actifs;Immobilisations incorporelles;0
2023;COVEA;bilan_actifs;Actifs d?imp?ts diff?r?s;0
2023;COVEA;bilan_actifs;Exc?dent du r?gime de retraite;0
2023;COVEA;bilan_actifs;Immobilisations corporelles d?tenues pour usage propre ;18856
2023;COVEA;bilan_actifs;Investissements (autres qu?actifs en repr?sentation de contrats en unit?s de compte et index?s) ;49868957
2023;COVEA;bilan_actifs;Biens immobiliers (autres que d?tenus pour usage propre) ;1488440
2023;COVEA;bilan_actifs;D?tentions dans des entreprises li?es, y compris participations ;1233337
2023;COVEA;bilan_actifs;Actions ;2383318
2023;COVEA;bilan_actifs;Actions - cot?es ;2271075
2023;COVEA;bilan_actifs;Actions - non cot?es ;112243
2023;COVEA;bilan_actifs;Obligations ;37835427
2023;COVEA;bilan_actifs;Obligations d?êtat ;29635150
2023;COVEA;bilan_actifs;Obligations d?entreprise ;7386532
2023;COVEA;bilan_actifs;Titres structur?s ;669911
2023;COVEA;bilan_actifs;Titres garantis ;143835
2023;COVEA;bilan_actifs;Organismes de placement collectif ;6928435
2023;COVEA;bilan_actifs;Produits d?riv?s ;0
2023;COVEA;bilan_actifs;D?p?ts autres que les ?quivalents de tr?sorerie ;0
2023;COVEA;bilan_actifs;Autres investissements;0
2023;COVEA;bilan_actifs;Actifs en repr?sentation de contrats en unit?s de compte et index?s ;7336264
2023;COVEA;bilan_actifs;Pr?ts et pr?ts hypoth?caires ;5267493
2023;COVEA;bilan_actifs;Avances sur polices;0
2023;COVEA;bilan_actifs;Pr?ts et pr?ts hypoth?caires aux particuliers;169072
2023;COVEA;bilan_actifs;Autres pr?ts et pr?ts hypoth?caires ;5098421
2023;COVEA;bilan_actifs;Montants recouvrables au titre des contrats de r?assurance ;0
2023;COVEA;bilan_actifs;Non-vie et sant? similaire ? la non-vie ;0
2023;COVEA;bilan_actifs;Non-vie hors sant?;0
2023;COVEA;bilan_actifs;Sant? similaire ? la non-vie ;0
2023;COVEA;bilan_actifs;Vie et sant? similaire ? la vie, hors sant?, UC et index?s ;0
2023;COVEA;bilan_actifs;Sant? similaire ? la vie ;0
2023;COVEA;bilan_actifs;Vie hors sant?, UC et index?s ;0
2023;COVEA;bilan_actifs;Vie UC et index?s ;0
2023;COVEA;bilan_actifs;D?p?ts aupr?s des c?dantes ;2047
2023;COVEA;bilan_actifs;Cr?ances n?es d?op?rations d?assurance et montants ? recevoir d?interm?diaires ;32804
2023;COVEA;bilan_actifs;Cr?ances n?es d'op?rations de r?assurance;3950
2023;COVEA;bilan_actifs;Autres cr?ances (hors assurance) ;245168
2023;COVEA;bilan_actifs;Actions propres auto-d?tenues (directement) ;0
2023;COVEA;bilan_actifs;êl?ments de fonds propres ou fonds initial appel?(s), mais non encore pay?(s);0
2023;COVEA;bilan_actifs;Tr?sorerie et ?quivalent tr?sorerie;482575
2023;COVEA;bilan_actifs;Autres actifs non mentionn?s dans les postes ci-dessus ;10001
2023;COVEA;bilan_actifs;Total de l?actif ;63268115
2023;COVEA;bilan_actifs;Check Total Actif;1
2023;BPCE;bilan_actifs;Immobilisations incorporelles;0
2023;BPCE;bilan_actifs;Actifs d?imp?ts diff?r?s;0
2023;BPCE;bilan_actifs;Exc?dent du r?gime de retraite;0
2023;BPCE;bilan_actifs;Immobilisations corporelles d?tenues pour usage propre ;2272
2023;BPCE;bilan_actifs;Investissements (autres qu?actifs en repr?sentation de contrats en unit?s de compte et index?s) ;3009203
2023;BPCE;bilan_actifs;Biens immobiliers (autres que d?tenus pour usage propre) ;0
2023;BPCE;bilan_actifs;D?tentions dans des entreprises li?es, y compris participations ;85186
2023;BPCE;bilan_actifs;Actions ;0
2023;BPCE;bilan_actifs;Actions - cot?es ;0
2023;BPCE;bilan_actifs;Actions - non cot?es ;0
2023;BPCE;bilan_actifs;Obligations ;2504527
2023;BPCE;bilan_actifs;Obligations d?êtat ;583009
2023;BPCE;bilan_actifs;Obligations d?entreprise ;1883061
2023;BPCE;bilan_actifs;Titres structur?s ;38457
2023;BPCE;bilan_actifs;Titres garantis ;0
2023;BPCE;bilan_actifs;Organismes de placement collectif ;419489
2023;BPCE;bilan_actifs;Produits d?riv?s ;0
2023;BPCE;bilan_actifs;D?p?ts autres que les ?quivalents de tr?sorerie ;0
2023;BPCE;bilan_actifs;Autres investissements;0
2023;BPCE;bilan_actifs;Actifs en repr?sentation de contrats en unit?s de compte et index?s ;4389665
2023;BPCE;bilan_actifs;Pr?ts et pr?ts hypoth?caires ;27159
2023;BPCE;bilan_actifs;Avances sur polices;27159
2023;BPCE;bilan_actifs;Pr?ts et pr?ts hypoth?caires aux particuliers;0
2023;BPCE;bilan_actifs;Autres pr?ts et pr?ts hypoth?caires ;0
2023;BPCE;bilan_actifs;Montants recouvrables au titre des contrats de r?assurance ;3288768
2023;BPCE;bilan_actifs;Non-vie et sant? similaire ? la non-vie ;0
2023;BPCE;bilan_actifs;Non-vie hors sant?;0
2023;BPCE;bilan_actifs;Sant? similaire ? la non-vie ;0
2023;BPCE;bilan_actifs;Vie et sant? similaire ? la vie, hors sant?, UC et index?s ;3288768
2023;BPCE;bilan_actifs;Sant? similaire ? la vie ;0
2023;BPCE;bilan_actifs;Vie hors sant?, UC et index?s ;3288768
2023;BPCE;bilan_actifs;Vie UC et index?s ;0
2023;BPCE;bilan_actifs;D?p?ts aupr?s des c?dantes ;0
2023;BPCE;bilan_actifs;Cr?ances n?es d?op?rations d?assurance et montants ? recevoir d?interm?diaires ;0
2023;BPCE;bilan_actifs;Cr?ances n?es d'op?rations de r?assurance;3054
2023;BPCE;bilan_actifs;Autres cr?ances (hors assurance) ;14756
2023;BPCE;bilan_actifs;Actions propres auto-d?tenues (directement) ;0
2023;BPCE;bilan_actifs;êl?ments de fonds propres ou fonds initial appel?(s), mais non encore pay?(s);0
2023;BPCE;bilan_actifs;Tr?sorerie et ?quivalent tr?sorerie;87762
2023;BPCE;bilan_actifs;Autres actifs non mentionn?s dans les postes ci-dessus ;244
2023;BPCE;bilan_actifs;Total de l?actif ;10822882
2023;BPCE;bilan_actifs;Check Total Actif;1
2023;CNP;bilan_actifs;Immobilisations incorporelles;0
2023;CNP;bilan_actifs;Actifs d?imp?ts diff?r?s;0
2023;CNP;bilan_actifs;Exc?dent du r?gime de retraite;0
2023;CNP;bilan_actifs;Immobilisations corporelles d?tenues pour usage propre ;52275
2023;CNP;bilan_actifs;Investissements (autres qu?actifs en repr?sentation de contrats en unit?s de compte et index?s) ;271269119
2023;CNP;bilan_actifs;Biens immobiliers (autres que d?tenus pour usage propre) ;978615
2023;CNP;bilan_actifs;D?tentions dans des entreprises li?es, y compris participations ;10459199
2023;CNP;bilan_actifs;Actions ;21679920
2023;CNP;bilan_actifs;Actions - cot?es ;12773951
2023;CNP;bilan_actifs;Actions - non cot?es ;8905970
2023;CNP;bilan_actifs;Obligations ;170967705
2023;CNP;bilan_actifs;Obligations d?êtat ;81949695
2023;CNP;bilan_actifs;Obligations d?entreprise ;66429584
2023;CNP;bilan_actifs;Titres structur?s ;19616749
2023;CNP;bilan_actifs;Titres garantis ;2971677
2023;CNP;bilan_actifs;Organismes de placement collectif ;65486631
2023;CNP;bilan_actifs;Produits d?riv?s ;1624793
2023;CNP;bilan_actifs;D?p?ts autres que les ?quivalents de tr?sorerie ;72255
2023;CNP;bilan_actifs;Autres investissements;0
2023;CNP;bilan_actifs;Actifs en repr?sentation de contrats en unit?s de compte et index?s ;51625640
2023;CNP;bilan_actifs;Pr?ts et pr?ts hypoth?caires ;1859285
2023;CNP;bilan_actifs;Avances sur polices;332608
2023;CNP;bilan_actifs;Pr?ts et pr?ts hypoth?caires aux particuliers;0
2023;CNP;bilan_actifs;Autres pr?ts et pr?ts hypoth?caires ;1526677
2023;CNP;bilan_actifs;Montants recouvrables au titre des contrats de r?assurance ;10496872
2023;CNP;bilan_actifs;Non-vie et sant? similaire ? la non-vie ;226672
2023;CNP;bilan_actifs;Non-vie hors sant?;0
2023;CNP;bilan_actifs;Sant? similaire ? la non-vie ;226672
2023;CNP;bilan_actifs;Vie et sant? similaire ? la vie, hors sant?, UC et index?s ;8533463
2023;CNP;bilan_actifs;Sant? similaire ? la vie ;201678
2023;CNP;bilan_actifs;Vie hors sant?, UC et index?s ;8331785
2023;CNP;bilan_actifs;Vie UC et index?s ;1736737
2023;CNP;bilan_actifs;D?p?ts aupr?s des c?dantes ;541869
2023;CNP;bilan_actifs;Cr?ances n?es d?op?rations d?assurance et montants ? recevoir d?interm?diaires ;2629385
2023;CNP;bilan_actifs;Cr?ances n?es d'op?rations de r?assurance;17830
2023;CNP;bilan_actifs;Autres cr?ances (hors assurance) ;4889287
2023;CNP;bilan_actifs;Actions propres auto-d?tenues (directement) ;5218
2023;CNP;bilan_actifs;êl?ments de fonds propres ou fonds initial appel?(s), mais non encore pay?(s);0
2023;CNP;bilan_actifs;Tr?sorerie et ?quivalent tr?sorerie;405417
2023;CNP;bilan_actifs;Autres actifs non mentionn?s dans les postes ci-dessus ;270174
2023;CNP;bilan_actifs;Total de l?actif ;344062372
2023;CNP;bilan_actifs;Check Total Actif;1
2023;PREDICA;bilan_actifs;Immobilisations incorporelles;0
2023;PREDICA;bilan_actifs;Actifs d?imp?ts diff?r?s;0
2023;PREDICA;bilan_actifs;Exc?dent du r?gime de retraite;0
2023;PREDICA;bilan_actifs;Immobilisations corporelles d?tenues pour usage propre ;121
2023;PREDICA;bilan_actifs;Investissements (autres qu?actifs en repr?sentation de contrats en unit?s de compte et index?s) ;250870400
2023;PREDICA;bilan_actifs;Biens immobiliers (autres que d?tenus pour usage propre) ;8951723
2023;PREDICA;bilan_actifs;D?tentions dans des entreprises li?es, y compris participations ;22785236
2023;PREDICA;bilan_actifs;Actions ;3595075
2023;PREDICA;bilan_actifs;Actions - cot?es ;3574162
2023;PREDICA;bilan_actifs;Actions - non cot?es ;20913
2023;PREDICA;bilan_actifs;Obligations ;156302356
2023;PREDICA;bilan_actifs;Obligations d?êtat ;66720120
2023;PREDICA;bilan_actifs;Obligations d?entreprise ;87818216
2023;PREDICA;bilan_actifs;Titres structur?s ;1718185
2023;PREDICA;bilan_actifs;Titres garantis ;45835
2023;PREDICA;bilan_actifs;Organismes de placement collectif ;58489447
2023;PREDICA;bilan_actifs;Produits d?riv?s ;746144
2023;PREDICA;bilan_actifs;D?p?ts autres que les ?quivalents de tr?sorerie ;418
2023;PREDICA;bilan_actifs;Autres investissements;0
2023;PREDICA;bilan_actifs;Actifs en repr?sentation de contrats en unit?s de compte et index?s ;65507152
2023;PREDICA;bilan_actifs;Pr?ts et pr?ts hypoth?caires ;817511
2023;PREDICA;bilan_actifs;Avances sur polices;269312
2023;PREDICA;bilan_actifs;Pr?ts et pr?ts hypoth?caires aux particuliers;0
2023;PREDICA;bilan_actifs;Autres pr?ts et pr?ts hypoth?caires ;548198
2023;PREDICA;bilan_actifs;Montants recouvrables au titre des contrats de r?assurance ;508260
2023;PREDICA;bilan_actifs;Non-vie et sant? similaire ? la non-vie ;44669
2023;PREDICA;bilan_actifs;Non-vie hors sant?;0
2023;PREDICA;bilan_actifs;Sant? similaire ? la non-vie ;44669
2023;PREDICA;bilan_actifs;Vie et sant? similaire ? la vie, hors sant?, UC et index?s ;463591
2023;PREDICA;bilan_actifs;Sant? similaire ? la vie ;414691
2023;PREDICA;bilan_actifs;Vie hors sant?, UC et index?s ;48900
2023;PREDICA;bilan_actifs;Vie UC et index?s ;0
2023;PREDICA;bilan_actifs;D?p?ts aupr?s des c?dantes ;312884
2023;PREDICA;bilan_actifs;Cr?ances n?es d?op?rations d?assurance et montants ? recevoir d?interm?diaires ;160483
2023;PREDICA;bilan_actifs;Cr?ances n?es d'op?rations de r?assurance;14656
2023;PREDICA;bilan_actifs;Autres cr?ances (hors assurance) ;212638
2023;PREDICA;bilan_actifs;Actions propres auto-d?tenues (directement) ;0
2023;PREDICA;bilan_actifs;êl?ments de fonds propres ou fonds initial appel?(s), mais non encore pay?(s);0
2023;PREDICA;bilan_actifs;Tr?sorerie et ?quivalent tr?sorerie;608104
2023;PREDICA;bilan_actifs;Autres actifs non mentionn?s dans les postes ci-dessus ;2934
2023;PREDICA;bilan_actifs;Total de l?actif ;319015143
2023;PREDICA;bilan_actifs;Check Total Actif;1
2023;ACM;bilan_actifs;Immobilisations incorporelles;0
2023;ACM;bilan_actifs;Actifs d?imp?ts diff?r?s;0
